Track,Artist,Album Name,Release Date,ISRC,Spotify Streams,Spotify Popularity,Spotify Playlist Count,All Time Rank,Track Score,
El Boss,Gabito Ballesteros,El Boss,3/28/2024,USA2P2415440,81942319.0,84.0,"3,58","1,746",34.9,
La Corriente,Bad Bunny,Un Verano Sin Ti,5/6/2022,QM6MZ2214883,591704263.0,71.0,"65,115","1,745",34.9,
POLARIS - Remix,SAIKO,POLARIS (Remix),6/8/2023,QM6P42393140,238718077.0,69.0,"44,094","1,749",34.9,
Love Tonight - David Guetta Remix Edit,Shouse,Love Tonight (David Guetta Remix),6/11/2021,USA2P2120718,449513936.0,72.0,"160,789","1,748",34.9,
5 Foot 9,Tyler Hubbard,5 Foot 9,5/20/2022,USUM72206482,193680404.0,65.0,"27,754","1,742",34.9,
Mejor Que Ayer,Diego Torres,Mejor Que Ayer - Single,8/31/2023,USSD12300381,28210202.0,,"5,046","1,744",34.9,
Lalala,ati2x06,Lalala - Single,1/17/2024,ES64E2455099,966112900.0,,1,"1,751",34.8,
Broadway Girls (feat. Morgan Wallen),Lil Durk,Broadway Girls (feat. Morgan Wallen),12/17/2021,USQX92105926,344369903.0,72.0,"66,276","1,758",34.8,
Se Te Nota (with Guaynaa),Lele Pons,Se Te Nota (with Guaynaa),9/2/2020,USUM72016220,437956158.0,62.0,"52,166","1,756",34.8,
Ameno Amapiano Remix (You Wanna Bamba),Goya Menor,Ameno Amapiano Remix - Single,1/7/2022,DEE862200008,62243984.0,51.0,"26,772","1,759",34.8,
Canon and Gigue for Three Violins and Continuo in D Major: Canon,Sir Neville Marriner,"The Academy in Concert. Albinoni: Adagio - Pachelbel: Canon - Bach: Air & Music By Beethoven, Handel, Mendelssohn, Mozart",5/17/2024,GBAYC2302025,88934872.0,,4,"1,752",34.8,
Cake By The Ocean - Cover,MUSIC LAB JPN,Tik Toker Party Hits,10/5/2023,TCJPX2358241,1619109147.0,,,"1,753",34.8,
MAMACITA,Black Eyed Peas,Mamacita,4/9/2020,USSM12001556,527632887.0,58.0,"84,301","1,755",34.8,
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,I Took A Pill In Ibiza (Seeb Remix),7/24/2015,USUM71509342,1949596473.0,76.0,"230,708","1,757",34.8,
No Fuss,Zeme Libre,Take Me Alive,1/31/2023,USCGH2304209,1332.0,,5,"1,754",34.8,
El Efecto,Rauw Alejandro,El Efecto,3/15/2019,QM4TX1940916,580054244.0,72.0,"72,991","1,766",34.7,
What Lovers Do (feat. SZA),Maroon 5,What Lovers Do (feat. SZA),8/30/2017,USUM71709292,1206495254.0,68.0,"92,624","1,763",34.7,
Dream Girl,Izellah,Dream Girl,3/23/2023,SGB502323140,377401.0,30.0,48,"1,762",34.7,
Zona De Perigo,Leo Santana,Zona De Perigo,12/8/2022,BRUM72202246,182793453.0,61.0,"18,476","1,764",34.7,
Crazy Form,ATEEZ,THE WORLD EP.FIN : WILL,12/1/2023,KRD442300022,58520078.0,,"5,454","1,765",34.7,
Kehribar,Burak Bulut,Kehribar - Single,9/29/2023,DGA092378278,68985345.0,67.0,"7,062","1,761",34.7,
SAY MY GRACE (feat. Travis Scott),Offset,SET IT OFF,10/13/2023,USUM72313167,118851626.0,,"37,413","1,77",34.6,
Drugs From Amsterdam,Mau P,Drugs From Amsterdam,8/17/2022,GBK6Y2251421,170829903.0,68.0,"97,012","1,776",34.6,
M.A - Remix,BM,M.A (Remix),4/5/2023,UYB282364001,123113806.0,61.0,"23,659","1,768",34.6,
BBY BOO (REMIX),iZaak,BBY BOO (REMIX),3/27/2024,USWL12400891,92573075.0,80.0,"9,51","1,771",34.6,
What My World Spins Around,Jordan Davis,What My World Spins Around,5/27/2022,USUM72208440,225128269.0,71.0,"23,133","1,769",34.6,
HOLIDAY,Lil Nas X,HOLIDAY,11/13/2020,USSM12006375,551719564.0,61.0,"101,852","1,774",34.6,
Beautiful People (feat. Khalid),Ed Sheeran,Beautiful People (feat. Khalid),6/28/2019,GBAHS1900885,1394345347.0,66.0,"119,546","1,775",34.6,
Son Of A Sinner,Jelly Roll,Ballads Of The Broken,9/17/2021,QMRSZ2102218,189577521.0,70.0,"32,091","1,773",34.6,
Animals,Maroon 5,Full Circle: The Live Anthology,11/20/2011,USUM71409576,1365755853.0,74.0,"183,681","1,772",34.6,
Kurchi Madathapetti,Thaman S,"Kurchi Madathapetti (From ""Guntur Kaaram"") - Single",12/30/2023,INA092319016,43280156.0,,"1,397","1,777",34.6,
DNA,BTS,Love Yourself ï¿½ï¿½ï¿½,9/18/2017,KRA381702187,632727904.0,63.0,"26,053","1,778",34.5,
EXCESOS,Fuerza Regida,Pa las Baby's Y Belikeada,10/20/2023,QZ9QQ2300776,140289944.0,,"11,244","1,785",34.5,
VVV,mikeeysmind,VVV,10/21/2023,DGA0L2303147,66104800.0,,"18,865","1,782",34.5,
EL BARCO,KAROL G,EL BARCO,3/25/2021,USUM72023902,304116211.0,72.0,"21,517","1,78",34.5,
Ahora Dice,Chris Jedi,Ahora Dice,3/17/2017,USUM71606219,661732009.0,68.0,"61,561","1,779",34.5,
Breakfast Challenge Song (Slowly),SPENCE,Breakfast Challenge Song (Slowly),6/22/2021,TCAFQ2131059,861521.0,14.0,374,"1,781",34.5,
Heaven,Niall Horan,Heaven,2/17/2023,USUG12300779,229993968.0,68.0,"29,447","1,784",34.5,
Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,1/5/2022,TCAFY2118876,437029775.0,67.0,"71,202","1,783",34.5,
This Side of Paradise,Coyote Theory,Color,12/11/2020,QMW9F1100003,515923885.0,72.0,"121,767","1,789",34.4,
Pipoco,Ana Castela,Pipoco,5/20/2022,BXHZ02200008,238890270.0,60.0,"27,066","1,794",34.4,
Don't Go Yet,Camila Cabello,Don't Go Yet,7/23/2021,USSM12104771,499085551.0,62.0,"64,967","1,791",34.4,
DNA (Loving You) [feat. Hannah Boleyn],Billy Gillies,DNA (Loving You) [feat. Hannah Boleyn] - Single,7/28/2023,USAT22307379,71722674.0,68.0,"15,522","1,792",34.4,
The Magic Bomb,Hoï¿½ï¿½ng ,The Magic Bomb,4/20/2021,NLZ542100934,4224438.0,31.0,"2,333","1,788",34.4,
How Far I'll Go,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack/Deluxe Edition),11/18/2016,USWD11677855,611088459.0,67.0,"48,476","1,793",34.4,
Paani Paani,Badshah,Paani Paani,6/9/2021,INH102100261,89815962.0,54.0,"9,126","1,79",34.4,
Static,Steve Lacy,Gemini Rights,7/15/2022,USRC12202285,304386086.0,72.0,"69,159","1,786",34.4,
Through Da Storm,Polo G,Die A Legend,6/7/2019,USQX91901170,351007818.0,64.0,"105,025","1,8",34.3,
Sabran,AL SHAMI,Sabran,2/10/2024,LBA132400142,5501185.0,,613,"1,801",34.3,
Komet,Udo Lindenberg,Komet,1/19/2023,DEA622202192,223211332.0,68.0,"47,584","1,796",34.3,
In the End,Linkin Park,Hybrid Theory (Bonus Track Version),10/24/2000,USWB10002407,2045512421.0,82.0,"324,745","1,803",34.3,
La Bicicleta,Carlos Vives,La Bicicleta,5/27/2016,USSD11600112,697574595.0,69.0,"60,309","1,802",34.3,
Hecha Pa' Mi,Boza,Mas Negro Que Rojo,7/31/2020,USSD12000196,627556563.0,67.0,"87,091","1,797",34.3,
SPIT IN MY FACE!,ThxSoMch,Spit in My Face! - Single,10/31/2022,QZAKB2203051,516541770.0,,"50,163","1,798",34.3,
Caramelo,Ozuna,Caramelo,6/11/2020,USXDR2000567,508151972.0,56.0,"68,478","1,795",34.3,
Calling My Spirit,Kodak Black,Calling My Spirit,11/30/2018,USAT21812416,298721490.0,59.0,"69,136","1,799",34.3,
Virtual Angel,ARTMS,<Dall>,5/31/2024,KRA382401742,2371467.0,,241,"1,81",34.2,
Everybody Dies In Their Nightmares,XXXTENTACION,17,8/25/2017,USUYG1156894,1590659204.0,77.0,"203,764","1,812",34.2,
Maria Mariah,JC NO BEAT,Maria Mariah,11/17/2023,BCLWS2302458,33605864.0,32.0,"12,453","1,811",34.2,
"Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,"Shaitan Ka Saala (From ""Housefull 4"")",10/7/2019,INS181905023,35269135.0,44.0,"3,782","1,805",34.2,
Fï¿½ï¿½S,Britney Manson,Fï¿½ï¿½S,8/11/2023,RUB862300027,140756753.0,36.0,"20,909","1,808",34.2,
Danza Kuduro (feat. Lucenzo),Don Omar,100% tubes de l'ï¿½ï¿½tï¿½ï¿½ 2018 : La bande son 100,6/15/2018,FR6F31821340,1655575417.0,40.0,"1,108","1,809",34.2,
Me Niego (feat. Ozuna & Wisin),Reik,Me Niego,2/16/2018,MXF011800071,708166969.0,66.0,"58,098","1,814",34.2,
"Sheï¿½ï¿½ï¿½s Gone, Da",Disclosure,"Sheï¿½ï¿½ï¿½s Gone, Da",5/29/2024,USA2P2420371,7021860.0,,2,"1,813",34.2,
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Parkmalody,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,10/14/2023,TCAHL2371470,13900332.0,,"1,737","1,804",34.2,
Ma Fi Leil,Nassif Zeytoun,Ma Fi Leil,4/16/2024,LBA132400447,1579231.0,,195,"1,806",34.2,
NEON BLADE,MoonDeity,NEON BLADE,6/1/2022,SE6QE2237231,256121980.0,68.0,"60,62","1,821",34.1,
Ho Hey,The Lumineers,The Lumineers,1/1/2012,USDMG1260805,1273869800.0,76.0,"214,511","1,818",34.1,
Corrido de Juan Armenta,Vicente Fernï¿½ï¿½,Los Temas de Mis Pelï¿½ï¿½c,5/27/2024,MXF012400279,68134.0,,3,"1,816",34.1,
Frozen,Madonna,Frozen,12/3/2021,USWB12105753,171060866.0,62.0,"62,42","1,817",34.1,
Mahiye Jinna Sohna,Darshan Raval,Mahiye Jinna Sohna,6/22/2023,INW262317735,208410725.0,66.0,"14,238","1,823",34.1,
Pain,PinkPantheress,Pain,2/5/2021,QZFZ52145391,595213841.0,77.0,"124,555","1,819",34.1,
T.B.H,QWER,1st Mini Album 'MANITO',4/1/2024,KRA382401946,4579390.0,59.0,569,"1,822",34.1,
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),10/25/2018,USWB11802264,587673746.0,65.0,"88,533","1,815",34.1,
Titliaan,Afsana Khan,Titliaan,11/9/2020,INUM72000090,60103893.0,54.0,"7,617","1,82",34.1,
Save Your Tears,The Weeknd,After Hours (Deluxe),3/20/2020,USUG12000669,1995511952.0,49.0,"8,264","1,827",34.0,
Padam Padam,Kylie Minogue,Padam Padam,5/18/2023,GB5KW2301017,142783595.0,43.0,"27,586","1,826",34.0,
Pacto (feat. Bryant Myers & Dei V) - Remix,Jay Wheeler,Pacto (Remix) [feat. Bryant Myers & Dei V],7/28/2023,USUYG1499990,112634428.0,64.0,"23,871","1,829",34.0,
Finesse,Pheelz,Finesse,3/3/2022,QZQAY2239272,162356099.0,62.0,"67,124","1,83",34.0,
Bad Blood,Taylor Swift,1989 (Deluxe),1/1/2014,USCJY1431369,602316735.0,67.0,"64,462","1,834",34.0,
SNAP,Rosa Linn,SNAP - Single,3/19/2022,QM4TX2221661,1033308414.0,1.0,"53,249","1,828",34.0,
La Intenciï¿½,Christian Nodal,La Intenciï¿½,1/26/2024,QZQPC2100130,119369458.0,,"5,866","1,831",34.0,
Crazy What Love Can Do,David Guetta,Only Honest On The Weekend (Deluxe),3/18/2022,UKWLG2200001,371288040.0,69.0,"69,527","1,825",34.0,
Man Made A Bar (feat. Eric Church),Morgan Wallen,One Thing At A Time,3/3/2023,USUG12300804,175095439.0,75.0,"21,001","1,824",34.0,
Volvï¿,Aventura,Volvï¿½ï¿½ - Si,8/3/2021,QMFME2168127,780755736.0,72.0,"107,32","1,833",34.0,
Bijlee Bijlee,Harrdy Sandhu,Bijlee Bijlee - Single,10/30/2021,INUM72100076,185690034.0,62.0,"20,169","1,832",34.0,
Super,SEVENTEEN,ýýýýýýýýý ýýýýýý10ýýý 'FML' - EP,4/24/2023,USA2P2310675,210481840.0,67.0,"14,69","1,839",33.9,
Diamonds,Sam Smith,Diamonds,9/17/2020,GBUM72002531,411109963.0,58.0,"53,928","1,835",33.9,
Do I Wanna Know?,Arctic Monkeys,AM,1/1/2013,GBCEL1300362,2188592950.0,81.0,"361,827","1,837",33.9,
Self Love (Spider-Man: Across the Spider-Verse),Metro Boomin,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),6/2/2023,USUM72308561,168713011.0,68.0,"40,836","1,838",33.9,
It's Not Right But It's Okay,Mr. Belt & Wezol,It's Not Right (But It's Ok),2/23/2024,NLP762300246,56343820.0,78.0,"9,047","1,841",33.9,
Sweet Dreams,Koe Wetzel,Sweet Dreams,5/17/2024,USQX92401736,20827832.0,75.0,"2,016","1,836",33.9,
Mittelmeer,Pashanim,Mittelmeer,5/23/2024,DECE72400931,20583156.0,76.0,"3,159","1,84",33.9,
Another Love,Tom Odell,Songs from Another Love,1/1/2012,GBARL1300107,2444335468.0,83.0,"380,675","1,842",33.9,
Djadja,Aya Nakamura,Djadja,4/6/2018,FRZ041800369,449300755.0,65.0,"100,823","1,849",33.8,
LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,Odetari,LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,5/17/2023,QZVFR2301356,184630078.0,69.0,"29,45","1,848",33.8,
We Are The People - southstar Remix,Empire Of The Sun,We Are The People (Southstar Remix),2/17/2023,AU2DY2300031,131670125.0,66.0,"46,791","1,847",33.8,
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",4/22/2021,GBAHS2100229,329901408.0,59.0,"127,068","1,845",33.8,
Piyar Farak Wali,Pawan Singh,Piyar Farak Wali,4/24/2023,ING642302554,30668840.0,60.0,681,"1,846",33.8,
Timber (feat. Ke$ha),Pitbull,Greatest Hits,1/1/2009,USRC11301695,1477150302.0,79.0,"241,55","1,85",33.8,
Little Life,Cordelia,Little Life,10/19/2023,QZTB32354348,15433188.0,,"5,294","1,844",33.8,
LOVE YOU BETTER,Future,I NEVER LIKED YOU,4/29/2022,USSM12203790,128787729.0,63.0,"37,15","1,843",33.8,
Woah,Lil Baby,Woah,11/8/2019,USUG11902877,420627588.0,60.0,"104,46","1,851",33.8,
As If It's Your Last,BLACKPINK,As If It's Your Last,6/22/2017,KRA401700174,594775179.0,70.0,"39,525","1,858",33.7,
679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),6/29/2015,QMCE31500250,808010338.0,71.0,"130,977","1,863",33.7,
DE LUNES A LUNES,Manuel Turizo,DE LUNES A LUNES - Single,8/24/2023,QZDYA1800274,178247858.0,73.0,"12,797","1,856",33.7,
Whistle,Jax Jones,Whistle (feat. Calum Scott),2/10/2023,GBUM72202305,150399875.0,68.0,"24,147","1,859",33.7,
Look At Me!,XXXTENTACION,Look At Me!,2/20/2017,USUYG1131080,1432465000.0,75.0,"178,342","1,864",33.7,
Thang For You (feat. No Cap),Rylo Rodriguez,Thang For You (feat. No Cap),6/23/2023,QZUZR2307704,34566972.0,54.0,"14,562","1,86",33.7,
Before You Leave Me,Alex Warren,Before You Leave Me,2/16/2024,USAT22314248,99946842.0,78.0,"9,128","1,854",33.7,
2Humpy is Back,2Rare,2Humpy is Back,4/5/2024,USWB12401052,299871.0,,71,"1,861",33.7,
XO Tour Llif3,Lil Uzi Vert,Luv Is Rage 2,8/25/2017,USAT21703440,2123458039.0,77.0,"250,221","1,855",33.7,
"break up with your girlfriend, i'm bored",Ariana Grande,"thank u, next",2/8/2019,USUM71900409,975281654.0,69.0,"82,431","1,857",33.7,
la noia,Angelina Mango,La noia,2/7/2024,ITJG42400001,81694468.0,80.0,"4,777","1,853",33.7,
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),11/30/2018,GBARL1801571,942092206.0,68.0,"129,847","1,852",33.7,
TUS Lï¿½ï¿½GR,Mora,Microdosis,4/1/2022,QM4TX2252947,231258162.0,64.0,"42,133","1,862",33.7,
La solution,Marka,Voodoo belge,2/3/2023,BEW512200007,1537.0,,3,"1,871",33.6,
Pump,Valentino Khan,Pump,5/26/2017,USZ4V1700087,67890975.0,42.0,"26,03","1,873",33.6,
Higher Love,Kygo,Higher Love,6/28/2019,USRC11901901,943137389.0,67.0,"117,582","1,875",33.6,
WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,TWISTED,WORTH NOTHING (feat. Oliver Tree) [Fast & Furious: Drift Tape/Phonk Vol 1],9/28/2022,QZNWZ2297541,299202591.0,67.0,"67,616","1,868",33.6,
Friends,Marshmello,FRIENDS,2/9/2018,GBAHS1800051,1436709386.0,31.0,"1,231","1,869",33.6,
Entre Nosotros (Remix) [con Nicki Nicole],Tiago PZK,Entre Nosotros (Remix) [con Nicki Nicole],1/5/2022,AR3N42100008,297383787.0,65.0,"36,673","1,866",33.6,
Love Lies (with Normani),Khalid,Love Lies,2/14/2018,USRC11703646,937339123.0,67.0,"96,612","1,865",33.6,
Tal Para Cual,Salastkbron,Tal Para Cual,1/11/2024,AR5UH2301964,54141672.0,70.0,"5,115","1,867",33.6,
El Tï¿½ï¿½,Grupo Firme,El Tï¿½ï¿½,10/27/2020,QZDQH1906375,432634168.0,59.0,"31,429","1,877",33.6,
Sorriso no Rosto,Mc IG,Sorriso no Rosto,5/28/2024,BRWMB2400738,11576361.0,71.0,935,"1,874",33.6,
"jealousy, jealousy",Olivia Rodrigo,SOUR,5/21/2021,USUG12101248,884616492.0,77.0,"101,479","1,878",33.6,
Shaky Shaky,Daddy Yankee,Shaky Shaky,4/8/2016,US2BU1600020,355833360.0,57.0,"32,831","1,872",33.6,
El Amante,Nicky Jam,El Amante,1/1/2017,USSD11600415,583299836.0,64.0,"52,696","1,87",33.6,
ICU,Coco Jones,ICU,10/21/2022,USUM72216687,52106559.0,61.0,"13,612","1,881",33.5,
Way down We Go,KALEO,Way Down We Go,8/7/2015,USAT21502122,1086861259.0,79.0,"228,925","1,879",33.5,
24K Magic,Bruno Mars,"NOW That's What I Call Music, Vol. 61",1/27/2017,USAT21603246,1425996809.0,32.0,995,"1,882",33.5,
Joy (In My Own Time) - Tribe Song,DAMIEN,Joy (In My Own Time) [Tribe Song],3/31/2023,AUMEV2312696,6300.0,3.0,10,"1,88",33.5,
PILLOWTALK,ZAYN,Mind Of Mine (Deluxe Edition),3/25/2016,USRC11600042,1320205697.0,71.0,"124,827","1,883",33.5,
Enemy - Radio Edit,Imagine Dragons,"NOW That's What I Call Music!, Vol. 82",5/6/2022,USUM72019717,820953.0,22.0,204,"1,886",33.4,
When It Comes To You,Fridayy,When It Comes To You,7/21/2023,USUM72309787,36398813.0,62.0,"7,606","1,884",33.4,
Semangat Kerjanya Kawan,Aldo Zee,Semangat Kerjanya Kawan,9/19/2022,SGB502242208,32642.0,1.0,7,"1,891",33.4,
Libaas,Kaka,Libaas,11/19/2020,INS402000018,76630812.0,51.0,"8,933","1,889",33.4,
OOOUUU,Young M.A,OOOUUU,5/20/2016,US6YF1600026,316267018.0,60.0,"68,407","1,888",33.4,
Flooded The Face,Lil Uzi Vert,Pink Tape,6/30/2023,USAT22306846,125102655.0,66.0,"54,044","1,885",33.4,
"90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")",Gippy Grewal,"90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")",2/20/2024,INM432400019,6576855.0,,307,"1,892",33.4,
"Ranjithame (From ""Varisu"")",Thalapathy Vijay,"Ranjithame (From ""Varisu"")",11/5/2022,INS182203495,123908201.0,62.0,"6,218","1,89",33.4,
X SI VOLVEMOS,KAROL G,X SI VOLVEMOS,2/3/2023,USUM72222547,491242756.0,75.0,"37,814","1,887",33.4,
IT GIRL,Aliyah's Interlude,IT GIRL,9/30/2023,QZTB22388736,118193328.0,,"26,395","1,894",33.3,
It's A Wrap - Sped Up,Mariah Carey,It's A Wrap,2/10/2023,USUM72301683,35004403.0,51.0,"6,013","1,9",33.3,
Never Be Lonely,Jax Jones,Never Be Lonely,2/9/2024,GBUM72400217,27715232.0,,"2,834","1,896",33.3,
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,Greatest Hits,1/1/2009,USJAY1100032,1164166623.0,81.0,"262,779","1,898",33.3,
SPIT IN MY FACE!,ThxSoMch,SPIT IN MY FACE! - Single,12/20/2022,USAT22223103,519330096.0,74.0,"67,639","1,895",33.3,
Iko Iko (My Bestie),Justin Wellington,Iko Iko (feat. Small Jam),6/3/2019,QZFYX1950028,314672402.0,64.0,"85,038","1,901",33.3,
Beat Of Your Heart,Purple Disco Machine,Beat Of Your Heart - Single,1/26/2024,DEE862301861,21179750.0,,"3,144","1,902",33.3,
Low Life,Future,EVOL,2/12/2016,USSM11600557,884825594.0,72.0,"165,579","1,897",33.3,
Oi Erro - Ao Vivo,Simone Mendes,Oi Erro (Ao Vivo),3/24/2023,BRUM72202351,23883628.0,51.0,"1,39","1,899",33.3,
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",1/19/2018,GBAHS1701239,1124147912.0,65.0,"131,363","1,893",33.3,
Been Like This,Meghan Trainor,Been Like This,3/14/2024,USSM12401540,44441672.0,24.0,"3,11","1,903",33.2,
Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,For All The Dogs,10/6/2023,USUG12306108,372248119.0,,"6,868","1,91",33.2,
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,Peace Is The Mission,5/29/2015,QMUY41500182,1293191157.0,72.0,"147,868","1,907",33.2,
The Weekend - Funk Wav Remix,SZA,The Weekend (Funk Wav Remix),12/15/2017,USRC11702939,463298197.0,66.0,"63,764","1,909",33.2,
Un Coco,Bad Bunny,Un Verano Sin Ti,5/6/2022,QM6MZ2214892,534736940.0,73.0,"54,87","1,904",33.2,
Tutu,Camilo,Tutu,8/9/2019,USSD11900263,594224324.0,61.0,"50,354","1,908",33.2,
Tadow,Masego,Tadow,10/6/2017,QM24S1703810,475786302.0,72.0,"169,485","1,911",33.2,
Heart Like A Truck,Lainey Wilson,Heart Like A Truck,5/20/2022,QMRSZ2200986,156975001.0,68.0,"21,559","1,906",33.2,
Honey Boy (feat. Nile Rodgers & Shenseea),Purple Disco Machine,Honey Boy (feat. Nile Rodgers & Shenseea) - Single,5/3/2024,DEE862400579,19468909.0,73.0,"2,924","1,905",33.2,
Ya Acabo,Marca MP,"DEV, Vol. 2",2/19/2021,QZFZ62111678,340744110.0,65.0,"34,114","1,916",33.1,
Love You So,The King Khan & BBQ Show,The King Khan & BBQ Show,1/1/2005,USA3D0700101,16326628.0,44.0,"12,434","1,918",33.1,
DOGTOOTH,"Tyler, The Creator",DOGTOOTH,3/27/2023,USQX92301932,141377619.0,66.0,"54,114","1,914",33.1,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),11/12/2021,USUG12103690,842558786.0,74.0,"55,074","1,912",33.1,
"Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali,"Srivalli (From ""Pushpa The Rise Part - 01"")",12/14/2021,INS182116113,125396685.0,55.0,"6,443","1,917",33.1,
Go Back (feat. Julia Church),John Summit,Go Back (feat. Julia Church),5/16/2024,USUG12402628,12724701.0,72.0,"3,327","1,913",33.1,
Did It Again,Lil Tecca,Did It Again,7/24/2019,USUG11902664,440181206.0,69.0,"87,099","1,923",33.0,
"QUï¿½ï¿½TENME EL TELï¿½ï¿½FONO (feat. Yandel, Jay ",The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,3/28/2024,USWL12400695,39876490.0,70.0,"5,502","1,919",33.0,
"Kalaastar (From ""Honey 3.0"")",Yo Yo Honey Singh,"Kalaastar (From ""Honey 3.0"") - Single",10/15/2023,INZ031413795,31193454.0,,"2,61","1,92",33.0,
"Tshwala Bam (feat. S.N.E, EeQue)",TitoM,"Tshwala Bam (feat. S.N.E, EeQue)",2/23/2024,ZA56E2415633,30674267.0,68.0,"5,326","1,927",33.0,
Firestone,Kygo,Running Hits - 2015.02,2/9/2015,SEBGA1400887,1106264600.0,71.0,"144,992","1,928",33.0,
Cheap Thrills,Sia,This Is Acting,1/29/2016,USRC11600201,699374947.0,72.0,"88,85","1,924",33.0,
GOSSIP (feat. Tom Morello),Mï¿½ï¿½ne,GOSSIP (feat. Tom Morello),1/13/2023,ITB002200841,239288183.0,71.0,"42,084","1,925",33.0,
Meridian,Dave,Meridian,8/24/2023,GBUM72306716,81911061.0,3.0,"28,74","1,921",33.0,
Ten by Ten,Carrier,Lazy Mechanics,2/24/2023,UKMDH2100069,2265.0,1.0,37,"1,929",33.0,
ýýýýýýýýýýýý,ANNA ASTI,ýýýýýýýýýýýý,7/14/2023,RUA1D2370675,17080355.0,53.0,"5,909","1,922",33.0,
LOU LOU,Gabito Ballesteros,LOU LOU - Single,10/21/2023,USA2P2350242,242519709.0,,"18,76","1,926",33.0,
Dangerous Woman,Ariana Grande,Dangerous Woman,3/11/2016,USUM71601826,1120622892.0,74.0,"104,167","1,934",32.9,
ON,BTS,MAP OF THE SOUL : 7,2/21/2020,QM4TX2001949,452491920.0,64.0,"26,714","1,939",32.9,
Problem,Ariana Grande,The Edge (Mixed By G-Wizard & DJ Nino Brown),1/1/2014,USUM71405403,863631428.0,70.0,"84,796","1,93",32.9,
SUPERMODEL,Mï¿½ï¿½ne,SUPERMODEL,5/13/2022,ITB002200385,308183607.0,64.0,"57,988","1,936",32.9,
Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),1/18/2019,GBUM71808052,1016283394.0,68.0,"103,794","1,935",32.9,
Bodak Yellow,Cardi B,Bodak Yellow,6/16/2017,USAT21701762,894360950.0,66.0,"99,27","1,932",32.9,
Latch,Disclosure,Settle,1/1/2013,GBUM71302810,1017438306.0,71.0,"174,201","1,933",32.9,
Mourning,Post Malone,Mourning,5/19/2023,USUM72306015,160305133.0,62.0,"35,523","1,938",32.9,
300 Noches,Belinda,300 Noches,4/25/2024,MXF152301940,51637997.0,78.0,"2,09","1,937",32.9,
How Do You Sleep?,Sam Smith,How Do You Sleep?,7/19/2019,GBUM71902381,972593978.0,62.0,"84,347","1,931",32.9,
BAIXO,xxanteria,BAIXO,9/19/2023,QZS7J2358214,101938916.0,,"14,123","1,942",32.8,
Asylum,Olivetheboy,Avana (Deluxe),3/1/2024,USQX92400566,4792243.0,64.0,518,"1,94",32.8,
American Boy (No Rap Version),Estelle,American Boy (Remixes 2024) - Single,5/22/2024,QM7YK2300245,12102307.0,,2,"1,941",32.8,
ceilings,Lizzy McAlpine,five seconds flat,4/8/2022,GBKPL2280163,540382129.0,76.0,"67,808","1,944",32.8,
Love On The Brain,Rihanna,ANTI (Deluxe),1/28/2016,QM5FT1600120,1480311407.0,78.0,"162,952","1,943",32.8,
HIBIKI,Bad Bunny,nadie sabe lo que va a pasar maï¿½ï¿,10/13/2023,QMFME2364184,160821035.0,,"28,905","1,948",32.7,
